vid,sample_name,fid,exp,iou
uq1V5H4q8mo_198000_208000,uq1V5H4q8mo_198000_208000_ukulele_5,1,The initial sounding object.,0.0492506839524023
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_cello_1,0,The object making the lowest sound.,0.0496176733139918
MFn93Sqq23g_10000_20000,MFn93Sqq23g_10000_20000_man_6,0,The man strumming the ukulele.,0.0498662818895224
4DCxlVTWN8g_3000_13000,4DCxlVTWN8g_3000_13000_pipa_4,0,The entity manipulated by a seated woman.,0.0509907914287789
uq1V5H4q8mo_198000_208000,uq1V5H4q8mo_198000_208000_ukulele_2,1,The first object to make a sound.,0.0509978031091851
bELyeHxF7eA_42000_52000,bELyeHxF7eA_42000_52000_violin_1,1,The object making a sound by being played by the man seated on the right.,0.0522422260006697
4DCxlVTWN8g_3000_13000,4DCxlVTWN8g_3000_13000_pipa_5,0,The entity manipulated by the woman in black.,0.0522572782580208
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_cello_3,1,cello.,0.0525966925255063
tZbh1cwwfv0_222000_232000,tZbh1cwwfv0_222000_232000_woman_1,0,The object making a sound by playing the piano.,0.0527125681223851
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_bass_5,0,The bass guitar remained untouched.,0.0529207259234057
kF2y7RIC7-Y_258000_268000,kF2y7RIC7-Y_258000_268000_ukulele_1,1,The first object to make a sound.,0.0532295328131233
bELyeHxF7eA_42000_52000,bELyeHxF7eA_42000_52000_violin_5,1,The item emitting sound located near the man seated on the right.,0.0536382848581257
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_car_4,2,The entity holding a log.,0.053743372637137
U1dZX1ReD88_48000_58000,U1dZX1ReD88_48000_58000_cello_2,0,The object making shorter sound duration than the saxophone.,0.053961804237856
qYtrnr4chfU_2000_12000,qYtrnr4chfU_2000_12000_marimba_1,0,The sounding object.,0.054989886486656
Pg2qk3mNSoc_66000_76000,Pg2qk3mNSoc_66000_76000_handpan_5,2,The entity producing sound through being played by the seated man.,0.0550224673884419
Pg2qk3mNSoc_66000_76000,Pg2qk3mNSoc_66000_76000_handpan_4,2,The entity producing sound through being played by the man seated by the window.,0.0551224788117709
bELyeHxF7eA_42000_52000,bELyeHxF7eA_42000_52000_violin_2,1,The sounding object near the man seated on the right.,0.0555616670099967
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_4,4,The muted saw.,0.0555661683665019
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_4,0,The entity emitting the most intense sound.,0.0555661683665019
bELyeHxF7eA_42000_52000,bELyeHxF7eA_42000_52000_violin_4,1,The object being played by the man seated on the right_producing sound.,0.0560580201607083
tMorLZku6Pc_194000_204000,tMorLZku6Pc_194000_204000_tabla_2,1,The object making a sound by being played by the man with long hair.,0.0560996533678339
JlMeXmoMEEM_35000_45000,JlMeXmoMEEM_35000_45000_flute_4,2,The entity producing the most intense sound.,0.0561546596937814
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_woman_3,0,The object near the man who playing the piano and singing.,0.0563908922854376
ZPYqUww_x6k_293000_303000,ZPYqUww_x6k_293000_303000_saxophone_4,0,The object being played by the man in white.,0.0567065433094891
ZPYqUww_x6k_293000_303000,ZPYqUww_x6k_293000_303000_saxophone_5,0,The object being played by the man on the right.,0.0567859795923421
qYtrnr4chfU_2000_12000,qYtrnr4chfU_2000_12000_marimba_3,0,The object that keeps making sound at all times.,0.0567884115827784
z3Q_mZgKLrM_20000_30000,z3Q_mZgKLrM_20000_30000_cello_5,0,Adjacent to the piano_the sounding object stood.,0.0570218673939904
Pg2qk3mNSoc_66000_76000,Pg2qk3mNSoc_66000_76000_handpan_2,2,The object making a sound by being played by the man seated.,0.0570322415669125
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_cello_3,1,The object making the longest sound duration.,0.0581006475909645
oRSCL3149fI_146000_156000,oRSCL3149fI_146000_156000_piano_2,0,The piano on the right of the sitting woman.,0.0582495005700322
z3Q_mZgKLrM_20000_30000,z3Q_mZgKLrM_20000_30000_cello_6,0,Controlled by the man in red shoes_the object sounded.,0.0584402509966073
ZPYqUww_x6k_293000_303000,ZPYqUww_x6k_293000_303000_saxophone_1,0,The object making a sound by being played by the man in white.,0.0587359310063691
ZPYqUww_x6k_293000_303000,ZPYqUww_x6k_293000_303000_saxophone_2,0,The object making a sound by being played by the man on the right.,0.0587434728222279
Pg2qk3mNSoc_66000_76000,Pg2qk3mNSoc_66000_76000_handpan_1,2,The object making sound by being played by the man sitting by the window.,0.0597989677723104
rozFJYWrLj0_120000_130000,rozFJYWrLj0_120000_130000_guitar_2,2,The sounding object near the man on the left,0.0600173772224673
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_saw_2,1,The first object to make a sound.,0.0619202021659501
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_cello_2,1,The object making louder sound than the piano.,0.0624276354595553
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_saxophone_5,0,Played by the man on the right_the instrument reverberated.,0.0626627146249403
Vhx4xBA0XxA_1000_11000,Vhx4xBA0XxA_1000_11000_ukulele_6,1,The initial sound-producing object.,0.0627992315088695
zM7QopQ3MgI_499000_509000,zM7QopQ3MgI_499000_509000_tabla_6,1,To the left of the sitar_the sounding object stood.,0.063187199899522
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_cello_3,1,The object making longer sound duration than the piano.,0.0655250597687382
rozFJYWrLj0_120000_130000,rozFJYWrLj0_120000_130000_man_2,0,The man on the left of the woman.,0.0657978446524122
J_r9nOIoozw_133000_143000,J_r9nOIoozw_133000_143000_man_1,0,The man holding a guitar.,0.065960267003802
OMYuLiqSUxE_30000_40000,OMYuLiqSUxE_30000_40000_clarinet_3,0,The object making a sound by being played by the standing man.,0.0665432386508617
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_saxophone_2,0,The object making a sound by being played by the man on the right.,0.0666156851815309
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_saw_3,1,The object making the continuous sound.,0.0671544667735798
zM7QopQ3MgI_499000_509000,zM7QopQ3MgI_499000_509000_tabla_5,1,The object with the fastest tempo.,0.0677202566968643
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_pipa_4,0,The object being played by the woman on the left.,0.0685177779760332
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_cello_3,1,The sounding object on the right of the violin.,0.0691736389237132
zM7QopQ3MgI_499000_509000,zM7QopQ3MgI_499000_509000_tabla_4,1,Controlled by the man on the left_the object sounded.,0.0692031107718537
OMYuLiqSUxE_30000_40000,OMYuLiqSUxE_30000_40000_clarinet_6,0,The entity producing sound through being played by the standing man.,0.0693185626777077
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_violin_4,0,The sounding object to the left of the cello.,0.0701034359871539
V9KZ5FCtG9A_15000_25000,V9KZ5FCtG9A_15000_25000_bass_6,2,The object being played by the man wearing a white coat.,0.0702874247829204
4bg9UqOSeBo_90000_100000,4bg9UqOSeBo_90000_100000_dog_3,0,The dog sitting on the blue carpet.,0.0703566241463882
OMYuLiqSUxE_30000_40000,OMYuLiqSUxE_30000_40000_clarinet_2,0,The object that keeps making sound at all times.,0.0716423754412056
OMYuLiqSUxE_30000_40000,OMYuLiqSUxE_30000_40000_clarinet_1,0,The clarinet being played by a man.,0.0719483394278141
U1pyRmKgnrM_142000_152000,U1pyRmKgnrM_142000_152000_razor_6,1,The object with the longest sound duration.,0.0721479070282982
VbEvfbj_IxU_117000_127000,VbEvfbj_IxU_117000_127000_violin_1,1,The object making slower rhythm than the handpan.,0.0721785852808662
4bg9UqOSeBo_90000_100000,4bg9UqOSeBo_90000_100000_dog_1,0,The dog playing with a woman.,0.0726884098384746
7PGfd8pg86w_15000_25000,7PGfd8pg86w_15000_25000_ukulele_1,1,The first object to make a sound.,0.07368642117742
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_violin_5,0,The object being played by the standing player.,0.0741812572314228
zM7QopQ3MgI_319000_329000,zM7QopQ3MgI_319000_329000_tabla_4,1,Controlled by the person on the left_the object sounded.,0.0743769448070435
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_violin_6,0,The object being played by the man on the left.,0.0744293745714866
VbEvfbj_IxU_117000_127000,VbEvfbj_IxU_117000_127000_violin_4,1,The object producing a slower rhythm than the handpan.,0.074719232943966
VbEvfbj_IxU_117000_127000,VbEvfbj_IxU_117000_127000_violin_5,1,The object producing the slowest rhythm.,0.0747802701049348
zM7QopQ3MgI_319000_329000,zM7QopQ3MgI_319000_329000_tabla_5,1,Controlled by the man on the left_the object sounded.,0.0748453524077804
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_2,0,The sounding object.,0.0751663904238557
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_cello_6,1,The object with the longest sustained sound.,0.0752645294695682
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_3,0,The object making a sound by being held by the man.,0.0754310337429885
VbEvfbj_IxU_117000_127000,VbEvfbj_IxU_117000_127000_violin_3,1,The object making a sound by being played by the man on the right.,0.0754833347291474
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_6,0,The object emitting sound while held by the man.,0.0755010058515748
CjQmcO_Q5d8_42000_52000,CjQmcO_Q5d8_42000_52000_piano_6,4,The sounding entity situated behind the man.,0.0755946026789578
VbEvfbj_IxU_117000_127000,VbEvfbj_IxU_117000_127000_violin_6,1,The object being played by the man on the right.,0.0757365816870264
MDyjY3uiWp0_354000_364000,MDyjY3uiWp0_354000_364000_saw_3,1,The saw in hands of the man.,0.0758212204408494
MDyjY3uiWp0_354000_364000,MDyjY3uiWp0_354000_364000_saw_1,1,The object held by the man.,0.0763725031540571
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_bass_3,0,the bass on the right.,0.0764472612178169
MDyjY3uiWp0_354000_364000,MDyjY3uiWp0_354000_364000_saw_6,1,The saw in the hands of the man.,0.0765477105328659
4ZPJ867OBo4_75000_85000,4ZPJ867OBo4_75000_85000_piano_2,2,The sounding object behind the standing woman.,0.0781524002885849
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_piano_6,0,The sounding entity situated behind the clarinet.,0.0785113108995988
VbEvfbj_IxU_117000_127000,VbEvfbj_IxU_117000_127000_violin_2,1,The object making the slowest rhythm.,0.0794351799363493
7PGfd8pg86w_15000_25000,7PGfd8pg86w_15000_25000_ukulele_4,1,The initial sound-producing entity.,0.0803794745771106
kF2y7RIC7-Y_258000_268000,kF2y7RIC7-Y_258000_268000_ukulele_4,1,The initial sound-emitting object.,0.0806731182788495
z3Q_mZgKLrM_20000_30000,z3Q_mZgKLrM_20000_30000_cello_4,0,Controlled by the man near the piano_the object sounded.,0.08067807462226
89wbeFGWzkY_415000_425000,89wbeFGWzkY_415000_425000_man_5,1,The object emitting sound through vocalization and accordion play.,0.0807415848593281
MDyjY3uiWp0_354000_364000,MDyjY3uiWp0_354000_364000_saw_4,1,The entity grasped by the man.,0.0808770547537072
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_piano_2,1,piano.,0.0810848431217191
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_saw_6,1,The continuously sounding object.,0.0816486863479595
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_5,0,The source of the sound.,0.081688118328044
Ptm0GYEf4AI_40000_50000,Ptm0GYEf4AI_40000_50000_man_2,0,The object that making a sound after the saw.,0.0827813215229146
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_saw_6,0,The source of the sound.,0.0829826332738418
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_saw_4,0,The source of the sound.,0.0829826332738418
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_saw_5,0,The entity emitting the most intense sound.,0.0833284125664986
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_bass_6,0,A brown-hued bass guitar.,0.0839217672978453
JXlgmoBDgj0_171000_181000,JXlgmoBDgj0_171000_181000_handpan_6,0,The sounding entity on the leg of the man.,0.0843443736395672
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_guzheng_2,3,The sounding object on the right of the pipa.,0.0847524862682262
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_man_5,0,Close to the dog_the sounding object stood.,0.0851707298794157
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_tabla_5,1,The sounding object to the left of the sounding sitar.,0.0852937629171943
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_saw_1,0,The sounding object.,0.0854079421205796
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_saw_3,0,The sounding object.,0.0854079421205796
kF2y7RIC7-Y_258000_268000,kF2y7RIC7-Y_258000_268000_ukulele_3,1,The object making the longest sound duration.,0.0858054207583926
4HXvK9zcoyk_115000_125000,4HXvK9zcoyk_115000_125000_woman_4,0,The entity vocalizing a song.,0.0866858290249028
zM7QopQ3MgI_410000_420000,zM7QopQ3MgI_410000_420000_tabla_4,1,Controlled by the man on the left_the object sounded.,0.0875505403516242
50Z4O0mzAXg_150000_160000,50Z4O0mzAXg_150000_160000_guitar_4,2,The object being played by the man on the right.,0.0887959964856965
MDyjY3uiWp0_273000_283000,MDyjY3uiWp0_273000_283000_saw_2,0,The object making the loudest sound.,0.0906853078063509
rozFJYWrLj0_120000_130000,rozFJYWrLj0_120000_130000_guitar_4,2,Controlled by the man on the left_the instrument resounded.,0.091130252630135
tZbh1cwwfv0_222000_232000,tZbh1cwwfv0_222000_232000_piano_3,5,The object making lower sound than the instrument played by the girl.,0.0918465394127547
NDq6ZtDNvVY_200000_210000,NDq6ZtDNvVY_200000_210000_couch_1,0,The object behind the sounding handpan.,0.0921496951649662
Pe1LuVFTczE_106000_116000,Pe1LuVFTczE_106000_116000_guitar_1,0,guitar.,0.0926048014670352
#NAME?,#NAME?,1,The object making the shortest sound duration.,0.0927213023520884
qdjouHZ-HbE_220000_230000,qdjouHZ-HbE_220000_230000_razor_1,0,The sounding object.,0.092918023499714
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_ukulele_3,3,The object making the lowest sound.,0.0934672989928781
qdjouHZ-HbE_220000_230000,qdjouHZ-HbE_220000_230000_razor_4,0,A sounding object emitted sound continuously.,0.0941467055944559
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_violin_3,0,The object making a sound by being played by the man on the left.,0.0944017871723618
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_ukulele_1,3,The object making lower sound than the pipa.,0.0944360275864371
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_violin_2,0,The object making a sound by being played by the player standing.,0.0946090465293069
cIbVu0ixSAo_302000_312000,cIbVu0ixSAo_302000_312000_violin_4,0,The instrument being played by the woman_emitting sound.,0.0948674282441918
MDyjY3uiWp0_297000_307000,MDyjY3uiWp0_297000_307000_saw_1,0,The object making the loudest sound.,0.09530911708068
zM7QopQ3MgI_499000_509000,zM7QopQ3MgI_499000_509000_sitar_2,0,The object making the slowest rhythm.,0.0955681789848731
cIbVu0ixSAo_302000_312000,cIbVu0ixSAo_302000_312000_violin_3,0,The violin held by the woman.,0.095572786539942
4DCxlVTWN8g_3000_13000,4DCxlVTWN8g_3000_13000_pipa_2,0,The object making a sound by being played by the woman in black.,0.0956053782204782
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_ukulele_4,3,The entity producing a lower sound than the pipa.,0.0957407565662259
cIbVu0ixSAo_302000_312000,cIbVu0ixSAo_302000_312000_violin_5,0,The instrument being played by the individual on the left_producing sound.,0.0959060232040386
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_ukulele_6,3,The entity emitting the deepest sound.,0.0965273052375659
kF2y7RIC7-Y_258000_268000,kF2y7RIC7-Y_258000_268000_ukulele_6,1,The item with the longest sound duration.,0.0966702891292938
cIbVu0ixSAo_302000_312000,cIbVu0ixSAo_302000_312000_violin_1,0,The object making a sound by being played by the woman.,0.0967953900599921
cIbVu0ixSAo_302000_312000,cIbVu0ixSAo_302000_312000_violin_2,0,the object making a sound by being played by the person on the left.,0.0968566150884289
EKM1wu2vXy4_26000_36000,EKM1wu2vXy4_26000_36000_ukulele_5,1,The perpetual noise-emitting object.,0.0980739833695074
50Z4O0mzAXg_150000_160000,50Z4O0mzAXg_150000_160000_guitar_1,2,The object making a sound by being played by the man on the right.,0.0981027305800659
eK12jfQSnRQ_90000_100000,eK12jfQSnRQ_90000_100000_saxophone_3,0,The sounding object on the right of the cello.,0.0996384084942742
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_ukulele_4,1,The object being played by the boy_emitting sound.,0.0997575663565532
JlMeXmoMEEM_35000_45000,JlMeXmoMEEM_35000_45000_flute_6,2,The sounding entity to the right of the ukulele.,0.1007496110857772
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_marimba_2,1,The sounding object near the man standing.,0.1010209218227082
EKM1wu2vXy4_26000_36000,EKM1wu2vXy4_26000_36000_ukulele_4,1,The object with the longest duration of sound.,0.1013354985165308
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_handpan_6,2,The object emitting the most intense sound.,0.1014626083463396
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_ukulele_2,1,the object making the lowest sound.,0.1018342944427485
#NAME?,#NAME?,0,The object behind the sounding women. ,0.1022754348945791
-3ABOVeVmpU_136000_146000,-3ABOVeVmpU_136000_146000_woman_2,0,The sounding object on the left of the piano.,0.1029249345776186
JlMeXmoMEEM_35000_45000,JlMeXmoMEEM_35000_45000_flute_5,2,The object being played by a woman.,0.1033395642253258
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_pipa_3,0,The pipa held by the woman on the left.,0.1034273216954515
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_handpan_3,2,The object making the loudest sound.,0.1035313068085794
JlMeXmoMEEM_35000_45000,JlMeXmoMEEM_35000_45000_flute_3,2,The sounding object on the right of the ukulele.,0.1041726594235437
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_ukulele_5,1,The object with the deepest tone.,0.1044002844414634
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_pipa_2,0,The object held by the woman on the left.,0.1061159880008621
4DCxlVTWN8g_3000_13000,4DCxlVTWN8g_3000_13000_pipa_1,0,The object making a sound by being played by a sitting woman.,0.1067748292868376
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_pipa_1,0,The object making a sound by being played by the woman on the left.,0.1070439114570733
ZPYqUww_x6k_293000_303000,ZPYqUww_x6k_293000_303000_saxophone_6,0,The object producing the loudest sound.,0.1087856806286693
JlMeXmoMEEM_35000_45000,JlMeXmoMEEM_35000_45000_flute_2,2,The object making a sound by being played by a woman.,0.1089824580045288
79w-8fTYazw_15000_25000,79w-8fTYazw_15000_25000_ukulele_5,1,The initial sound-producing entity.,0.1094889405803539
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_cello_5,1,The object emitting a louder sound than the piano.,0.1097364014768634
EXjmfFyOAqA_30000_40000,EXjmfFyOAqA_30000_40000_flute_6,2,The tempo of the object gradually decreases over time.,0.1104375076100528
zM7QopQ3MgI_410000_420000,zM7QopQ3MgI_410000_420000_tabla_6,1,To the left of the sitar_the sounding object stood.,0.1113960547095695
zM7QopQ3MgI_410000_420000,zM7QopQ3MgI_410000_420000_tabla_5,1,To the left of the sitar_the sounding object stood.,0.1113960547095695
bOk44oZePqw_290000_300000,bOk44oZePqw_290000_300000_hair-dryer_1,1,The object making the longest sound duration.,0.111723653301712
lcOP60uXMeI_20000_30000,lcOP60uXMeI_20000_30000_cello_3,1,The object rhythm is faster over the time.,0.1129039722877847
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_ukulele_5,3,The entity played by the man in white pants.,0.113670145903799
NDq6ZtDNvVY_200000_210000,NDq6ZtDNvVY_200000_210000_couch_5,0,The object adorned with a blue blanket.,0.1142357781917451
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_cello_6,1,The object with a longer duration of sound than the piano.,0.1144209459208559
79w-8fTYazw_15000_25000,79w-8fTYazw_15000_25000_ukulele_2,1,The first object to make a sound.,0.1145688104380068
Ow9uE_v2AEg_28000_38000,Ow9uE_v2AEg_28000_38000_piano_1,3,The sounding object on the right of the woman.,0.1154775342634402
NDq6ZtDNvVY_200000_210000,NDq6ZtDNvVY_200000_210000_couch_4,0,The entity positioned behind the sounding handpan.,0.1168122536197255
2Rs4M5zBQrc_10000_20000,2Rs4M5zBQrc_10000_20000_boy_6,0,The entity adorned with a vest.,0.1180482147981952
W5yveLPTD04_211000_221000,W5yveLPTD04_211000_221000_cello_6,1,The object producing a lower sound than the saxophone.,0.1184640999452972
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_saxophone_1,0,The sounding object in front of the man.,0.1192006016886183
z3Q_mZgKLrM_20000_30000,z3Q_mZgKLrM_20000_30000_cello_3,0,The object making a sound by being played by the man wearing a pair of red shoes.,0.1198485381483984
EXjmfFyOAqA_30000_40000,EXjmfFyOAqA_30000_40000_flute_3,2,The object rhythm is slower over the time.,0.1200558073542064
z3Q_mZgKLrM_20000_30000,z3Q_mZgKLrM_20000_30000_cello_1,0,The object making a sound by being played by the man near the piano.,0.1206429323920413
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_saxophone_4,0,The sounding item in front of the man.,0.121246143539802
AxjZti5_t94_42000_52000,AxjZti5_t94_42000_52000_guzheng_3,3,The object making the lowest sound.,0.1213751550883364
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_cello_3,2,The sounding object near the woman.,0.1214450934716565
q3YnhPgt-rM_118000_128000,q3YnhPgt-rM_118000_128000_cello_6,1,Controlled by the man on the right_the instrument resounded.,0.12210687720397
sMsrz5VqchQ_130000_140000,sMsrz5VqchQ_130000_140000_woman_1,1,The object making a sound by playing the piano.,0.1223371678795699
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_pipa_1,0,The object making a sound by being played by the woman on the left.,0.1225239876787572
89wbeFGWzkY_415000_425000,89wbeFGWzkY_415000_425000_man_4,1,The object emitting sound through vocalization.,0.1232158703725871
ZPYqUww_x6k_293000_303000,ZPYqUww_x6k_293000_303000_saxophone_3,0,The object making the loudest sound.,0.1238365920258688
V9KZ5FCtG9A_15000_25000,V9KZ5FCtG9A_15000_25000_bass_3,2,The object making a sound by being played by the man wearing a white coat.,0.1238992715873127
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_pipa_2,0,The sounding object in front of the piano.,0.1239499888126837
EXjmfFyOAqA_30000_40000,EXjmfFyOAqA_30000_40000_flute_1,2,flute.,0.1246565508902902
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_bass_3,0,The brown bass.,0.1249366332605069
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_pipa_6,0,The object being played by the woman wearing shorts.,0.1250902251421163
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_pipa_3,0,The object making a sound by being played by the woman wearing shorts.,0.1252325345286348
ZU0JSxWk1Po_2000_12000,ZU0JSxWk1Po_2000_12000_pipa_4,0,The object being played by the woman on the left.,0.1252348773330775
948s7w-mFs8_457000_467000,948s7w-mFs8_457000_467000_razor_1,0,The first object to make a sound.,0.1292813241298349
W5yveLPTD04_211000_221000,W5yveLPTD04_211000_221000_cello_3,1,The object making lower sound than the saxophone.,0.1296828781422166
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_cello_4,1,The inaugural sound-producing entity.,0.1309743353862685
BSkcM4ScyEs_150000_160000,BSkcM4ScyEs_150000_160000_handpan_1,2,The sounding object.,0.1315407600632759
948s7w-mFs8_457000_467000,948s7w-mFs8_457000_467000_razor_3,0,The object making the loudest sound.,0.132627747869877
ZU0JSxWk1Po_16000_26000,ZU0JSxWk1Po_16000_26000_guzheng_2,1,The sounding object on the right of the pipa.,0.1328168042417117
oyi5pKPwz9Q_3000_13000,oyi5pKPwz9Q_3000_13000_violin_2,1,The violin held by a standing boy.,0.1341229248375546
NDq6ZtDNvVY_200000_210000,NDq6ZtDNvVY_200000_210000_couch_2,0,The object with a blue blanket on it.,0.1347629507680624
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_handpan_3,2,The object making a sound by being played by the man in white.,0.1348615628256236
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_saxophone_3,0,The object making a sound by being played by the man.,0.1352704539839617
948s7w-mFs8_457000_467000,948s7w-mFs8_457000_467000_razor_2,0,The sounding object.,0.135292688199457
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_handpan_6,2,The object being played by the man in white.,0.1353869306198329
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_bass_6,0,The bass guitar occupied the right side.,0.1354837860337173
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_marimba_6,1,The object being struck with sticks_creating sound.,0.136610465903559
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_tabla_4,1,The object with the fastest rhythm.,0.1366480850734648
NDq6ZtDNvVY_200000_210000,NDq6ZtDNvVY_200000_210000_couch_3,0,The couch is behind the man.,0.1390883448088477
Pe1LuVFTczE_358000_368000,Pe1LuVFTczE_358000_368000_guitar_1,0,The object making slower rhythm than the pipa.,0.139233908402513
oYeir4FWq_8_6000_16000,oYeir4FWq_8_6000_16000_ukulele_2,1,The last object to make a sound.,0.1392838617573906
T9K1uy-G5qA_110000_120000,T9K1uy-G5qA_110000_120000_violin_4,0,The object being played by the woman.,0.1395246754644488
T9K1uy-G5qA_110000_120000,T9K1uy-G5qA_110000_120000_violin_6,0,The object being played by the standing person.,0.1395376643142311
JVjDa0NmfeE_173000_183000,JVjDa0NmfeE_173000_183000_cat_3,0,The sounding object on the right of the white and yellow cat in the beggining of the video.,0.1404726060455499
T9K1uy-G5qA_110000_120000,T9K1uy-G5qA_110000_120000_violin_2,0,The violin being played by the woman.,0.1406980374108187
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_cello_4,1,Controlled by the man at the center_the instrument resounded.,0.1409061146133294
oYeir4FWq_8_6000_16000,oYeir4FWq_8_6000_16000_ukulele_5,1,The final item to emit a sound.,0.1419689869719828
G4ub_r9kYX0_26000_36000,G4ub_r9kYX0_26000_36000_girl_4,0,The initial sound-producing entity.,0.1425953221588256
T9K1uy-G5qA_110000_120000,T9K1uy-G5qA_110000_120000_violin_3,0,The object making a sound by being played by the standing person.,0.143115641320471
T9K1uy-G5qA_110000_120000,T9K1uy-G5qA_110000_120000_violin_1,0,The object making a sound by being played by the woman.,0.1431269824935247
aZenX0O9A7A_91000_101000,aZenX0O9A7A_91000_101000_bass_4,2,The object being played by the man.,0.1436516091525586
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_pipa_1,0,The object making a sound by being played by the woman on the left.,0.1446910713083184
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_pipa_5,0,The sounding object to the left of the guzheng.,0.1456385505183674
AxjZti5_t94_90000_100000,AxjZti5_t94_90000_100000_pipa_4,0,The object being played by the woman on the left.,0.14568675831389
